zi,u_id,unicode,pinyin,nstrokes,alias,traditional,as_part,is_radical,layer,desc_cn,zi_en,desc_en,ts,sort_val,is_active
饿,3354,,e4,,,餓,,,HSK_1-Common-10,,,to be hungry/hungry/to starve (sb),,1681.0,Y
高,3875,,gao1,,,,,,HSK_1-Common-10,,,high/tall/above average/loud/your (honorific),,1686.0,Y
鸭,11468,,ya1,,,鴨,,,HSK_1-Common-10,,,duck (CL:隻|只[zhi1])/(slang) male prostitute,,1789.0,Y
兼,5111,,jian1,,,,,,HSK_1-Common-11,,,double/twice/simultaneous/holding two or more (official) posts at the same time,,1852.0,Y
冤,12393,,yuan1,,,,,,HSK_1-Common-11,,,injustice/grievance/wrong,,1979.0,Y
凉,6577,,liang2,,,涼,,,HSK_1-Common-11,,,cool/cold,,1882.0,Y
凉,6596,,liang4,,,涼,,,HSK_1-Common-11,,,to let sth cool down,,1883.0,Y
剖,8180,,pou1,,,,,,HSK_1-Common-11,,,to cut open/to analyze/Taiwan pr. [pou3],,1911.0,Y
剥,1504,,bao1,,,剝,,,HSK_1-Common-11,,,to peel/to skin/to shell/to shuck,,1820.0,Y
剥,1852,,bo1,,,剝,,,HSK_1-Common-11,,,to peel/to skin/to flay/to shuck,,1823.0,Y
剧,5685,,ju4,,,劇,,,HSK_1-Common-11,,,"theatrical work (play, opera, TV series etc)/dramatic (change, increase etc)/acute/severe",,1865.0,Y
副,3743,,fu4,,,,,,HSK_1-Common-11,,,"secondary/auxiliary/deputy/assistant/vice-/abbr. for 副詞|副词 adverb/classifier for pairs, sets of things & facial expressions",,1840.0,Y
勒,6329,,le4,,,,,,HSK_1-Common-11,,,"to rein in/to compel/to force/to carve/to engrave/(literary) to command/to lead/bridle/(physics) abbr. for 勒克斯[le4 ke4 si1], lux",,1878.0,Y
勒,6342,,lei1,,,,,,HSK_1-Common-11,,,to strap tightly/to bind,,1879.0,Y
唐,9902,,tang2,,,,,,HSK_1-Common-11,,,to exaggerate/empty/in vain/old variant of 螗[tang2]  to hover/to make room  to clear out  to vacate/(verb suffix indicating repeated action),,1936.0,Y
域,12317,,yu4,,,,,,HSK_1-Common-11,,,field/region/area/domain (taxonomy),,1976.0,Y
培,7947,,pei2,,,,,,HSK_1-Common-11,,,to bank up with earth/to cultivate (lit. or fig.)/to train (people),,1904.0,Y
基,4876,,ji1,,,,,,HSK_1-Common-11,,,"(bound form) base; foundation/(bound form) radical (chemistry)/(bound form) gay (loanword from English into Cantonese, Jyutping: gei1, followed by orthographic borrowing from Cantonese)",,1847.0,Y
堂,9904,,tang2,,,,,,HSK_1-Common-11,,,"(main) hall/large room for a specific purpose/CL:間|间[jian1]/relationship between cousins etc on the paternal side of a family/of the same clan/classifier for classes, lectures etc/classifier for sets of furniture",,1937.0,Y
堆,3227,,dui1,,,,,,HSK_1-Common-11,,,to pile up/to heap up/a mass/pile/heap/stack/large amount,,1835.0,Y
堵,3190,,du3,,,,,,HSK_1-Common-11,,,"to block up (a road, pipe etc)/to stop up (a hole)/(fig.) (of a person) choked up with anxiety or stress/wall (literary)/(classifier for walls)",,1834.0,Y
娘,7698,,niang2,,,孃,,,HSK_1-Common-11,,,variant of 娘[niang2]; mother/young lady/(coll.) effeminate,,1900.0,Y
娱,12238,,yu2,,,娛,,,HSK_1-Common-11,,,to amuse,,1975.0,Y
宰,111,,zai3,,,,,,HSK_1-Common-11,,,to slaughter;  to butcher,,1982.0,Y
害,4280,,hai4,,,,,,HSK_1-Common-11,,,to do harm to/to cause trouble to/harm/evil/calamity,,1842.0,Y
宴,11626,,yan4,,,醼,,,HSK_1-Common-11,,,variant of 宴[yan4];  (bound form) feast/repose,,1969.0,Y
宵,11024,,xiao1,,,,,,HSK_1-Common-11,,,night,,1956.0,Y
家,5049,,jia1,,,傢,,,HSK_1-Common-11,,,"used in 傢伙|家伙[jia1 huo5] and 傢俱|家俱[jia1 ju4];  home/family/(polite) my (sister, uncle etc)/classifier for families or businesses/refers to the philosophical schools of pre-Han China/noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian/CL:個|个[ge4]",,1851.0,Y
容,8889,,rong2,,,,,,HSK_1-Common-11,,,to hold/to contain/to allow/to tolerate/appearance/look/countenance  not as good as/(following a decimal or fraction) slightly less than,,1920.0,Y
宽,6069,,kuan1,,,寬,,,HSK_1-Common-11,,,wide/broad/loose/relaxed/lenient,,1874.0,Y
宾,1806,,bin1,,,賓,,,HSK_1-Common-11,,,visitor/guest/object (in grammar),,1822.0,Y
屑,11113,,xie4,,,,,,HSK_1-Common-11,,,bits/fragments/crumbs/filings/trifling/trivial/to condescend to,,1959.0,Y
展,12728,,zhan3,,,,,,HSK_1-Common-11,,,to spread out/to open up/to exhibit/to put into effect/to postpone/to prolong/exhibition,,1984.0,Y
弱,249,,ruo4,,,,,,HSK_1-Common-11,,,weak;  feeble/young/inferior,,1922.0,Y
恳,5980,,ken3,,,懇,,,HSK_1-Common-11,,,earnest,,1872.0,Y
悄,8485,,qiao1,,,,,,HSK_1-Common-11,,,used in 悄悄[qiao1 qiao1],,1913.0,Y
悄,8515,,qiao3,,,,,,HSK_1-Common-11,,,quiet/sad,,1915.0,Y
悔,46,,hui3,,,,,,HSK_1-Common-11,,,(bound form) to regret;  to repent,,1846.0,Y
悟,10659,,wu4,,,,,,HSK_1-Common-11,,,to comprehend/to apprehend/to become aware,,1951.0,Y
悦,12462,,yue4,,,悅,,,HSK_1-Common-11,,,pleased,,1980.0,Y
戚,227,,qi1,,,,,,HSK_1-Common-11,,,relatives;  kin/grief,,1912.0,Y
扇,9119,,shan1,,,,,,HSK_1-Common-11,,,to fan/to slap sb on the face,,1924.0,Y
扇,9143,,shan4,,,,,,HSK_1-Common-11,,,"fan/sliding, hinged or detachable flat part of sth/classifier for doors, windows etc",,1925.0,Y
拳,8749,,quan2,,,,,,HSK_1-Common-11,,,fist/boxing,,1918.0,Y
捧,7993,,peng3,,,,,,HSK_1-Common-11,,,to clasp/to cup the hands/to hold up with both hands/to offer (esp. in cupped hands)/to praise/to flatter,,1906.0,Y
据,5629,,ju1,,,,,,HSK_1-Common-11,,,used in 拮据[jie2 ju1],,1862.0,Y
据,5695,,ju4,,,據,,,HSK_1-Common-11,,,according to/to act in accordance with/to depend on/to seize/to occupy,,1864.0,Y
捷,5400,,jie2,,,,,,HSK_1-Common-11,,,victory/triumph/quick/nimble/prompt,,1857.0,Y
掀,10885,,xian1,,,,,,HSK_1-Common-11,,,to lift (a lid)/to rock/to convulse,,1953.0,Y
授,79,,shou4,,,,,,HSK_1-Common-11,,,(bound form) to confer;  to give/(bound form) to teach,,1931.0,Y
掉,3055,,diao4,,,,,,HSK_1-Common-11,,,"to fall/to drop/to lag behind/to lose/to go missing/to reduce/fall (in prices)/to lose (value, weight etc)/to wag/to swing/to turn/to change/to exchange/to swap/to show off/to shed (hair)/(used after certain verbs to express completion, fulfillment, removal etc)",,1831.0,Y
掏,9936,,tao1,,,搯,,,HSK_1-Common-11,,,variant of 掏[tao1]  tray; to fish out (from pocket)/to scoop,,1939.0,Y
排,7865,,pai2,,,,,,HSK_1-Common-11,,,"a row/a line/to set in order/to arrange/to line up/to eliminate/to drain/to push open/platoon/raft/classifier for lines, rows etc",,1901.0,Y
掘,5766,,jue2,,,,,,HSK_1-Common-11,,,to dig,,1867.0,Y
掠,6969,,lu:e4,,,,,,HSK_1-Common-11,,,to take over by force/to rob/to plunder/to brush over/to skim/to sweep,,1891.0,Y
探,9891,,tan4,,,,,,HSK_1-Common-11,,,to explore/to search out/to scout/to visit/to stretch forward,,1935.0,Y
接,5363,,jie1,,,,,,HSK_1-Common-11,,,to receive/to answer (the phone)/to meet or welcome sb/to connect/to catch/to join/to extend/to take one's turn on duty/to take over for sb,,1856.0,Y
控,6003,,kong4,,,,,,HSK_1-Common-11,,,to control/to accuse/to charge/to sue/to invert a container to empty it/(suffix) (slang) buff/enthusiast/devotee/-phile or -philia,,1873.0,Y
推,10231,,tui1,,,,,,HSK_1-Common-11,,,to push/to cut/to refuse/to reject/to decline/to shirk (responsibility)/to put off/to delay/to push forward/to nominate/to elect/massage,,1949.0,Y
掩,11577,,yan3,,,,,,HSK_1-Common-11,,,"to cover up; to conceal/to close (a door, book etc)/(coll.) to get (one's fingers etc) caught when closing a door or lid/(literary) to launch a surprise attack",,1968.0,Y
描,7358,,miao2,,,,,,HSK_1-Common-11,,,to depict/to trace (a drawing)/to copy/to touch up,,1896.0,Y
效,11065,,xiao4,,,,,,HSK_1-Common-11,,,effect/efficacy/to imitate,,1958.0,Y
救,5614,,jiu4,,,,,,HSK_1-Common-11,,,to save/to assist/to rescue,,1861.0,Y
教,5279,,jiao1,,,,,,HSK_1-Common-11,,,to teach,,1854.0,Y
教,5344,,jiao4,,,,,,HSK_1-Common-11,,,religion/teaching/to make/to cause/to tell,,1855.0,Y
料,6637,,liao4,,,,,,HSK_1-Common-11,,,material/stuff/grain/feed/to expect/to anticipate/to guess,,1886.0,Y
旁,7911,,pang2,,,,,,HSK_1-Common-11,,,"one side/other/different/lateral component of a Chinese character (such as 刂[dao1], 亻[ren2] etc)",,1902.0,Y
旅,6946,,lu:3,,,,,,HSK_1-Common-11,,,trip/travel/to travel/brigade (army),,1890.0,Y
朗,6288,,lang3,,,,,,HSK_1-Common-11,,,clear/bright,,1875.0,Y
案,1340,,an4,,,,,,HSK_1-Common-11,,,(legal) case/incident/record/file/table,,1819.0,Y
桑,9036,,sang1,,,,,,HSK_1-Common-11,,,(bound form) mulberry tree,,1923.0,Y
桶,10166,,tong3,,,,,,HSK_1-Common-11,,,"bucket/(trash) can/barrel (of oil etc)/CL:個|个[ge4],隻|只[zhi1]",,1947.0,Y
梅,7183,,mei2,,,,,,HSK_1-Common-11,,,plum/plum flower/Japanese apricot (Prunus mume),,1893.0,Y
梢,9189,,shao1,,,,,,HSK_1-Common-11,,,tip of branch,,1926.0,Y
梦,7276,,meng4,,,夢,,,HSK_1-Common-11,,,"dream/CL:場|场[chang2],個|个[ge4]/(bound form) to dream",,1895.0,Y
梯,9979,,ti1,,,,,,HSK_1-Common-11,,,ladder/stairs,,1944.0,Y
械,11118,,xie4,,,,,,HSK_1-Common-11,,,appliance/tool/weapon/shackles/also pr. [jie4],,1960.0,Y
梳,9461,,shu1,,,,,,HSK_1-Common-11,,,a comb/to comb,,1932.0,Y
检,5166,,jian3,,,檢,,,HSK_1-Common-11,,,to check/to examine/to inspect/to exercise restraint,,1853.0,Y
流,6771,,liu2,,,,,,HSK_1-Common-11,,,"to flow/to disseminate/to circulate or spread/to move or drift/to degenerate/to banish or send into exile/stream of water or sth resembling one/class, rate or grade",,1888.0,Y
浙,1220,,zhe4,,,,,,HSK_1-Common-11,,,abbr. for Zhejiang 浙江 province in east China,,1988.0,Y
浩,4368,,hao4,,,,,,HSK_1-Common-11,,,grand/vast (water),,1843.0,Y
浪,6293,,lang4,,,,,,HSK_1-Common-11,,,wave/breaker/unrestrained/dissipated/to stroll/to ramble,,1876.0,Y
浮,3676,,fu2,,,,,,HSK_1-Common-11,,,to float/superficial/floating/unstable/movable/provisional/temporary/transient/impetuous/hollow/inflated/to exceed/superfluous/excessive/surplus,,1838.0,Y
浴,12336,,yu4,,,,,,HSK_1-Common-11,,,bath/to bathe,,1977.0,Y
海,4275,,hai3,,,,,,HSK_1-Common-11,,,"ocean/sea/CL:個|个[ge4],片[pian4]/great number of people or things/(dialect) numerous",,1841.0,Y
浸,5481,,jin4,,,,,,HSK_1-Common-11,,,to immerse/to soak/to steep/gradually,,1858.0,Y
涂,10197,,tu2,,,塗,,,HSK_1-Common-11,,,to apply (paint etc)/to smear/to daub/to blot out/to scribble/to scrawl/(literary) mud/street,,1948.0,Y
消,26,,xiao1,,,,,,HSK_1-Common-11,,,to diminish;  to subside/to consume,,1957.0,Y
涉,9232,,she4,,,,,,HSK_1-Common-11,,,(literary) to wade across a body of water/(bound form) to experience/to undergo/to be involved/to concern,,1928.0,Y
涌,12159,,yong3,,,湧,,,HSK_1-Common-11,,,to bubble up/to rush forth  via  through/(before a noun and a verb) it is for ... to …;  variant of 湧|涌[yong3],,1974.0,Y
涛,9938,,tao1,,,濤,,,HSK_1-Common-11,,,big wave/Taiwan pr. [tao2],,1940.0,Y
涝,6322,,lao4,,,澇,,,HSK_1-Common-11,,,flooded,,1877.0,Y
润,8984,,run4,,,潤,,,HSK_1-Common-11,,,"""moist; glossy; sleek/to moisten; to lubricate/to embellish; to enhance/profit; remuneration/(neologism c. 2021) (slang) (loanword from """"run"""") to emigrate (in order to flee adverse conditions)""",,1921.0,Y
涨,12767,,zhang3,,,漲,,,HSK_1-Common-11,,,"to rise (of prices, rivers)",,1986.0,Y
涨,12776,,zhang4,,,漲,,,HSK_1-Common-11,,,to swell/to distend,,1987.0,Y
烘,4469,,hong1,,,,,,HSK_1-Common-11,,,to bake/to heat by fire/to set off by contrast,,1844.0,Y
烛,13174,,zhu2,,,燭,,,HSK_1-Common-11,,,candle/(literary) to illuminate,,1991.0,Y
烟,11517,,yan1,,,煙,,,HSK_1-Common-11,,,cigarette or pipe tobacco/CL:根[gen1]/smoke/mist/vapour/CL:縷|缕[lu:3]/tobacco plant/(of the eyes) to be irritated by smoke,,1967.0,Y
烤,5920,,kao3,,,,,,HSK_1-Common-11,,,to roast/to bake/to broil  lie/(dialect) to amuse,,1870.0,Y
烦,3445,,fan2,,,煩,,,HSK_1-Common-11,,,to feel vexed/to bother/to trouble/superfluous and confusing/edgy,,1836.0,Y
烧,9191,,shao1,,,燒,,,HSK_1-Common-11,,,"to burn/to cook/to stew/to bake/to roast/to heat/to boil (tea, water etc)/fever/to run a temperature/(coll.) to let things go to one's head",,1927.0,Y
烫,9929,,tang4,,,燙,,,HSK_1-Common-11,,,to scald/to burn (by scalding)/to blanch (cooking)/to heat (sth) up in hot water/to perm/to iron/scalding hot,,1938.0,Y
爽,9541,,shuang3,,,,,,HSK_1-Common-11,,,bright/clear/crisp/open/frank/straightforward/to feel well/fine/pleasurable/invigorating/to deviate,,1933.0,Y
球,8657,,qiu2,,,,,,HSK_1-Common-11,,,ball/sphere/globe/CL:個|个[ge4]/ball game/match/CL:場|场[chang3],,1917.0,Y
理,6439,,li3,,,,,,HSK_1-Common-11,,,texture/grain (of wood)/inner essence/intrinsic order/reason/logic/truth/science/natural science (esp. physics)/to manage/to pay attention to/to run (affairs)/to handle/to put in order/to tidy up,,1881.0,Y
瓶,8148,,ping2,,,,,,HSK_1-Common-11,,,bottle/vase/pitcher/CL:個|个[ge4]/classifier for wine and liquids,,1909.0,Y
畜,2454,,chu4,,,,,,HSK_1-Common-11,,,livestock/domesticated animal/domestic animal,,1828.0,Y
畜,11312,,xu4,,,,,,HSK_1-Common-11,,,to raise (animals),,1965.0,Y
疲,8024,,pi2,,,,,,HSK_1-Common-11,,,weary,,1907.0,Y
疼,156,,teng2,,,,,,HSK_1-Common-11,,,(it) hurts;  sore/to love dearly,,1943.0,Y
疾,306,,ji2,,,,,,HSK_1-Common-11,,,(bound form) disease;  ailment/(bound form) swift/(literary) to hate,,1848.0,Y
益,11934,,yi4,,,,,,HSK_1-Common-11,,,benefit/profit/advantage/beneficial/to increase/to add/all the more,,1971.0,Y
盛,2273,,cheng2,,,,,,HSK_1-Common-11,,,to hold/to contain/to ladle/to pick up with a utensil,,1827.0,Y
盛,9321,,sheng4,,,,,,HSK_1-Common-11,,,flourishing/vigorous/magnificent/extensively,,1930.0,Y
祥,10994,,xiang2,,,,,,HSK_1-Common-11,,,auspicious/propitious,,1955.0,Y
票,8103,,piao4,,,,,,HSK_1-Common-11,,,"ticket/ballot/banknote/CL:張|张[zhang1]/person held for ransom/amateur performance of Chinese opera/classifier for groups, batches, business transactions",,1908.0,Y
离,6426,,li2,,,離,,,HSK_1-Common-11,,,"to leave/to part from/to be away from/(in giving distances) from/without (sth)/independent of/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire/☲",,1880.0,Y
窄,12706,,zhai3,,,,,,HSK_1-Common-11,,,narrow/narrow-minded/badly off,,1983.0,Y
站,12747,,zhan4,,,,,,HSK_1-Common-11,,,station/to stand/to halt/to stop/branch of a company or organization/website,,1985.0,Y
竞,5549,,jing4,,,競,,,HSK_1-Common-11,,,to compete/to contend/to struggle,,1859.0,Y
粉,193,,fen3,,,,,,HSK_1-Common-11,,,powder/cosmetic face powder/food prepared from starch;  noodles or pasta made from any kind of flour/to turn to powder/(dialect) to whitewash/white/pink/(suffix) fan (abbr. for 粉絲|粉丝[fen3 si1])/to be a fan of,,1837.0,Y
绢,5743,,juan4,,,絹,,,HSK_1-Common-11,,,"thin, tough silk fabric",,1866.0,Y
绣,255,,xiu4,,,繡,,,HSK_1-Common-11,,,to embroider;  embroidery,,1962.0,Y
继,5019,,ji4,,,繼,,,HSK_1-Common-11,,,to continue/to follow after/to go on with/to succeed/to inherit/then/afterwards,,1850.0,Y
羞,11226,,xiu1,,,,,,HSK_1-Common-11,,,shy/ashamed/shame/bashful/variant of 饈|馐[xiu1]/delicacies,,1961.0,Y
聋,6828,,long2,,,聾,,,HSK_1-Common-11,,,deaf,,1889.0,Y
职,12989,,zhi2,,,職,,,HSK_1-Common-11,,,office/duty,,1989.0,Y
能,7630,,neng2,,,,,,HSK_1-Common-11,,,can/to be able to/might possibly/ability/(physics) energy,,1899.0,Y
脊,299,,ji3,,,,,,HSK_1-Common-11,,,(bound form) spine;  backbone/(bound form) ridge,,1849.0,Y
菊,5657,,ju2,,,,,,HSK_1-Common-11,,,chrysanthemum,,1863.0,Y
菌,5812,,jun1,,,,,,HSK_1-Common-11,,,germ/bacteria/fungus/mold/Taiwan pr. [jun4],,1868.0,Y
菌,5837,,jun4,,,,,,HSK_1-Common-11,,,mushroom,,1869.0,Y
菜,1961,,cai4,,,,,,HSK_1-Common-11,,,"dish (type of food)/vegetable/cuisine/CL:盤|盘[pan2],道[dao4]/(coll.) (one's) type/(of one's skills etc) weak/poor",,1826.0,Y
菠,1864,,bo1,,,,,,HSK_1-Common-11,,,spinach,,1824.0,Y
萄,9953,,tao2,,,,,,HSK_1-Common-11,,,used in 葡萄[pu2 tao5],,1942.0,Y
萌,7262,,meng2,,,,,,HSK_1-Common-11,,,"to sprout/to bud/to have a strong affection for (slang)/adorable (loanword from Japanese 萌え moe, slang describing affection for a cute character)",,1894.0,Y
萍,8152,,ping2,,,,,,HSK_1-Common-11,,,duckweed,,1910.0,Y
萝,7007,,luo2,,,蘿,,,HSK_1-Common-11,,,radish,,1892.0,Y
营,12098,,ying2,,,營,,,HSK_1-Common-11,,,camp/barracks/battalion/to build/to operate/to manage/to strive for,,1973.0,Y
著,13222,,zhu4,,,,,,HSK_1-Common-11,,,to make known/to show/to prove/to write/book/outstanding,,1992.0,Y
虚,11271,,xu1,,,虛,,,HSK_1-Common-11,,,emptiness/void/abstract theory or guiding principles/empty or unoccupied/diffident or timid/false/humble or modest/(of health) weak/virtual/in vain,,1964.0,Y
袍,7930,,pao2,,,,,,HSK_1-Common-11,,,gown (lined),,1903.0,Y
袖,11247,,xiu4,,,,,,HSK_1-Common-11,,,sleeve/to tuck inside one's sleeve,,1963.0,Y
袜,10333,,wa4,,,襪,,,HSK_1-Common-11,,,socks/stockings,,1950.0,Y
被,1571,,bei4,,,,,,HSK_1-Common-11,,,"""quilt/to cover (with)/(literary) to suffer (a misfortune)/used to indicate passive voice (placed before the doer of the action like """"by"""" in English passive-voice sentences, or, if the doer is not mentioned, before the verb)/(since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅遊|被旅游[bei4 lu:3 you2] to """"go on a trip"""", for example)""",,1821.0,Y
袭,123,,xi2,,,襲,,,HSK_1-Common-11,,,(bound form) to raid;  to attack/(bound form) to continue the pattern,,1952.0,Y
请,8608,,qing3,,,請,,,HSK_1-Common-11,,,to ask/to invite/please (do sth)/to treat (to a meal etc)/to request,,1916.0,Y
诸,13165,,zhu1,,,諸,,,HSK_1-Common-11,,,all/various,,1990.0,Y
读,48,,du2,,,讀,,,HSK_1-Common-11,,,to read out;  to read aloud/to read/to attend (school),,1833.0,Y
读,3160,,dou4,,,讀,,,HSK_1-Common-11,,,comma/phrase marked by pause,,1832.0,Y
课,5974,,ke4,,,課,,,HSK_1-Common-11,,,"subject/course/CL:門|门[men2]/class/lesson/CL:堂[tang2],節|节[jie2]/to levy/tax/form of divination",,1871.0,Y
谁,9243,,shei2,,,誰,,,HSK_1-Common-11,,,who/also pr. [shui2],,1929.0,Y
调,3059,,diao4,,,調,,,HSK_1-Common-11,,,to transfer/to move (troops or cadres)/to investigate/to enquire into/accent/view/argument/key (in music)/mode (music)/tune/tone/melody,,1830.0,Y
调,10071,,tiao2,,,調,,,HSK_1-Common-11,,,to harmonize/to reconcile/to blend/to suit well/to adjust/to regulate/to season (food)/to provoke/to incite,,1945.0,Y
谅,6597,,liang4,,,諒,,,HSK_1-Common-11,,,to show understanding/to excuse/to presume/to expect,,1884.0,Y
谈,9872,,tan2,,,談,,,HSK_1-Common-11,,,to speak/to talk/to converse/to chat/to discuss,,1934.0,Y
谊,11964,,yi4,,,誼,,,HSK_1-Common-11,,,friendship/also pr. [yi2],,1972.0,Y
资,13363,,zi1,,,資,,,HSK_1-Common-11,,,resources/capital/to provide/to supply/to support/money/expense,,1993.0,Y
辅,3731,,fu3,,,輔,,,HSK_1-Common-11,,,to assist/to complement/auxiliary,,1839.0,Y
辆,6599,,liang4,,,輛,,,HSK_1-Common-11,,,classifier for vehicles,,1885.0,Y
递,60,,di4,,,遞,,,HSK_1-Common-11,,,to hand over;  to pass on,,1829.0,Y
通,10138,,tong1,,,,,,HSK_1-Common-11,,,"to go through/to know well/(suffix) expert/to connect/to communicate/open/to clear/classifier for letters, telegrams, phone calls etc",,1946.0,Y
部,1938,,bu4,,,,,,HSK_1-Common-11,,,"ministry/department/section/part/division/troops/board/classifier for works of literature, films, machines etc",,1825.0,Y
酒,5602,,jiu3,,,,,,HSK_1-Common-11,,,"wine (esp. rice wine)/liquor/spirits/alcoholic beverage/CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]",,1860.0,Y
阅,12482,,yue4,,,閱,,,HSK_1-Common-11,,,to inspect/to review/to read/to peruse/to go through/to experience,,1981.0,Y
陪,7952,,pei2,,,,,,HSK_1-Common-11,,,to accompany/to keep sb company/to assist/old variant of 賠|赔[pei2],,1905.0,Y
陵,6747,,ling2,,,,,,HSK_1-Common-11,,,mound/tomb/hill/mountain,,1887.0,Y
陶,9956,,tao2,,,,,,HSK_1-Common-11,,,pottery/pleased,,1941.0,Y
陷,10970,,xian4,,,,,,HSK_1-Common-11,,,pitfall/trap/to get stuck/to sink/to cave in/to frame (false charge)/to capture (a city in battle)/to fall (to the enemy)/defect,,1954.0,Y
难,7582,,nan2,,,難,,,HSK_1-Common-11,,,difficult (to...)/problem/difficulty/difficult/not good,,1897.0,Y
难,7588,,nan4,,,難,,,HSK_1-Common-11,,,disaster/distress/to scold,,1898.0,Y
雀,8495,,qiao1,,,,,,HSK_1-Common-11,,,a freckle/lentigo,,1914.0,Y
雀,8798,,que4,,,,,,HSK_1-Common-11,,,(bound form) small bird/sparrow/also pr. [qiao3],,1919.0,Y
雪,11398,,xue3,,,,,,HSK_1-Common-11,,,snow/CL:場|场[chang2]/(literary) to wipe away (a humiliation etc),,1966.0,Y
预,12379,,yu4,,,預,,,HSK_1-Common-11,,,to advance/in advance/beforehand/to prepare,,1978.0,Y
验,11632,,yan4,,,驗,,,HSK_1-Common-11,,,to examine/to test/to check,,1970.0,Y
黄,4723,,huang2,,,黃,,,HSK_1-Common-11,,,yellow/pornographic/to fall through,,1845.0,Y
假,5088,,jia3,,,,,,HSK_1-Common-12,,,fake/false/artificial/to borrow/if/suppose,,2046.0,Y
假,5103,,jia4,,,,,,HSK_1-Common-12,,,vacation,,2047.0,Y
偏,8067,,pian1,,,,,,HSK_1-Common-12,,,to lean/to slant/oblique/prejudiced/to deviate from average/to stray from the intended line/stubbornly/contrary to expectations,,2101.0,Y
做,13511,,zuo4,,,,,,HSK_1-Common-12,,,"to make; to produce/to write; to compose/to do; to engage in; to hold (a party etc)/(of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)/(of a thing) to serve as; to be used for/to assume (an air or manner)",,2179.0,Y
停,10111,,ting2,,,,,,HSK_1-Common-12,,,to stop/to halt/to park (a car),,2129.0,Y
